0.083333333	7.32725832
0.079365079	7.471473851
0.053571429	7.593502377
0.091269841	7.693343899
0.115079365	7.859746434
0.073412698	8.037242472
0.067460317	8.142630745
0.222222222	8.231378764
0.23015873	8.297939778
0.172619048	8.375594295
0.341269841	8.442155309
0.337301587	8.514263074
0.347222222	8.597464342
0.498015873	8.669572108
0.513888889	8.769413629
0.501984127	8.858161648
0.718253968	8.996830428
0.736111111	9.14659271
0.777777778	9.324088748
0.847222222	9.5681458
0.817460317	9.61251981
0.843253968	9.93977813
0.875	10.09508716
